"accessionyear","technique","objectnumber","lastupdate","dated","copyright","period","url","provenance","objectid","culture","standardreferencenumber","worktypes","department","state","style","datebegin","dimensions","dateend","century","medium","people","primaryimageurl","images","reversedescription","metal","reverseInscription","obverseInscription","dieAxis","denomination","dateObject"
"2003","Struck","2003.100.9.2","2016-04-12T04:35:27-0400","c. 217-215 BCE",NA,"Roman Republican period","http://harvardartmuseums.org/collections/object/72073","Purchased in Palermo, September 1943 as one of fifteen for 1,500 lire","72073","Roman Republican","RRC 39/3","list(worktypeid = ""97"", worktype = ""coin"")","Department of Ancient and Byzantine Art & Numismatics",NA,NA,"-222","24.64 g","-212","3rd century BCE","bronze","list(birthplace = NA, name = ""Anonymous"", prefix = NA, personid = 53049, role = ""Coin Constituent"", displayorder = 1, culture = NA, displaydate = NA, deathplace = NA, displayname = ""Anonymous"")","http://nrs.harvard.edu/urn-3:HUAM:COIN15926_dlvr","list(iiifbaseuri = ""http://ids.lib.harvard.edu/ids/iiif/43350843"", baseimageurl = ""http://nrs.harvard.edu/urn-3:HUAM:COIN15926_dlvr"", publiccaption = NA, idsid = ""43350843"", displayorder = 1, copyright = ""President and Fellows of Harvard College"", renditionnumber = ""COIN15926"")","Obv.: She-wolf suckling Romulus and Remus; in exergue, two pellets horizontal.","AE","Before, ROMA",NA,"8","sextans",NA
"2003","Struck","2003.100.9.6","2016-04-12T04:35:25-0400","c. 47-46 BCE",NA,"Roman Republican period","http://harvardartmuseums.org/collections/object/70738",NA,"70738","Roman Republican","RRC 459/1","list(worktypeid = ""97"", worktype = ""coin"")","Department of Ancient and Byzantine Art & Numismatics",NA,NA,"-52","4.16 g","-42","1st century BCE","silver","list(birthplace = NA, name = ""Q. Caecilius Q.f. Q.n. Metellus Pius Scipio Nasica"", prefix = ""Issued by"", personid = 26143, role = ""Coin Constituent"", displayorder = 1, culture = ""Roman"", displaydate = NA, deathplace = NA, displayname = ""Issued by Q. Caecilius Q.f. Q.n. Metellus Pius Scipio Nasica"")","http://nrs.harvard.edu/urn-3:HUAM:COIN15900_dlvr","list(iiifbaseuri = ""http://ids.lib.harvard.edu/ids/iiif/43350817"", baseimageurl = ""http://nrs.harvard.edu/urn-3:HUAM:COIN15900_dlvr"", publiccaption = NA, idsid = ""43350817"", displayorder = 1, copyright = ""President and Fellows of Harvard College"", renditionnumber = ""COIN15900"")","Obv.: Laureate head of Jupiter r.; before, Q.METEL downwards; below, PIVS. Border of dots.","AR","Above, SCIPIO; below, IMP","Before, Q.METEL downwards; below, PIVS","1","denarius",NA
"2003","Struck","2003.100.9.5","2016-04-12T04:35:26-0400","c. 68-56 BCE",NA,"Roman Republican period","http://harvardartmuseums.org/collections/object/71046",NA,"71046","Roman Republican","RRC 410/3","list(worktypeid = ""97"", worktype = ""coin"")","Department of Ancient and Byzantine Art & Numismatics",NA,NA,"-73","3.97 g","-51","1st century BCE","silver","list(birthplace = NA, name = ""Q. Pomponius Musa"", prefix = ""Moneyer:"", personid = 25541, role = ""Coin Constituent"", displayorder = 1, culture = ""Roman"", displaydate = NA, deathplace = NA, displayname = ""Moneyer: Q. Pomponius Musa"")","http://nrs.harvard.edu/urn-3:HUAM:COIN15899_dlvr","list(iiifbaseuri = ""http://ids.lib.harvard.edu/ids/iiif/43350816"", baseimageurl = ""http://nrs.harvard.edu/urn-3:HUAM:COIN15899_dlvr"", publiccaption = NA, idsid = ""43350816"", displayorder = 1, copyright = ""President and Fellows of Harvard College"", renditionnumber = ""COIN15899"")","Obv.: Laureate head of Mnemosyne or Apollo r.; behind, scroll.","AR","To r., Q.POMPONI downwards; to l., MVSA downwards",NA,"9","denarius",NA
"2003","Cast","2003.100.9.1","2016-04-12T04:35:33-0400","c. 275-270 BCE",NA,"Roman Republican period","http://harvardartmuseums.org/collections/object/92047",NA,"92047","Roman Republican","RRC 18/6; Rutter (HN3 Italy) 284","list(worktypeid = ""97"", worktype = ""coin"")","Department of Ancient and Byzantine Art & Numismatics",NA,NA,"-280","25.46 g","-265","3rd century BCE","bronze","list(birthplace = NA, name = ""Anonymous"", prefix = NA, personid = 53049, role = ""Coin Constituent"", displayorder = 1, culture = NA, displaydate = NA, deathplace = NA, displayname = ""Anonymous"")","http://nrs.harvard.edu/urn-3:HUAM:COIN15897_dlvr","list(iiifbaseuri = ""http://ids.lib.harvard.edu/ids/iiif/43350814"", baseimageurl = ""http://nrs.harvard.edu/urn-3:HUAM:COIN15897_dlvr"", publiccaption = NA, idsid = ""43350814"", displayorder = 1, copyright = ""President and Fellows of Harvard College"", renditionnumber = ""COIN15897"")","Obv.: Barley grain with single pellet.","AE",NA,NA,"12","uncia",NA
"2003","Struck","2003.100.9.3","2016-04-12T04:35:26-0400","c. 179-170 BCE",NA,"Roman Republican period","http://harvardartmuseums.org/collections/object/71048",NA,"71048","Roman Republican","RRC 162/3","list(worktypeid = ""97"", worktype = ""coin"")","Department of Ancient and Byzantine Art & Numismatics",NA,NA,"-184","28.88 g","-165","2nd century BCE","bronze","list(birthplace = NA, name = ""Matienus"", prefix = ""Moneyer:"", personid = 56278, role = ""Coin Constituent"", displayorder = 1, culture = ""Roman"", displaydate = NA, deathplace = NA, displayname = ""Moneyer: Matienus"")","http://nrs.harvard.edu/urn-3:HUAM:COIN15927_dlvr","list(iiifbaseuri = ""http://ids.lib.harvard.edu/ids/iiif/43350844"", baseimageurl = ""http://nrs.harvard.edu/urn-3:HUAM:COIN15927_dlvr"", publiccaption = NA, idsid = ""43350844"", displayorder = 1, copyright = ""President and Fellows of Harvard College"", renditionnumber = ""COIN15927"")","Obv.: Laureate head of Janus; above, mark of value (I).","AE","Above, MAT (in monogram); below, ROMA",NA,"5","as",NA
"2003","Struck","2003.100.9.4","2016-04-12T04:35:26-0400","c. 211-208 BCE",NA,"Roman Republican period","http://harvardartmuseums.org/collections/object/71047",NA,"71047","Roman Republican","RRC 68/1b","list(worktypeid = ""97"", worktype = ""coin"")","Department of Ancient and Byzantine Art & Numismatics",NA,NA,"-216","3.5 g","-206","3rd century BCE","silver","list(birthplace = NA, name = ""Anonymous"", prefix = NA, personid = 53049, role = ""Coin Constituent"", displayorder = 1, culture = NA, displaydate = NA, deathplace = NA, displayname = ""Anonymous"")","http://nrs.harvard.edu/urn-3:HUAM:COIN15898_dlvr","list(iiifbaseuri = ""http://ids.lib.harvard.edu/ids/iiif/43350815"", baseimageurl = ""http://nrs.harvard.edu/urn-3:HUAM:COIN15898_dlvr"", publiccaption = NA, idsid = ""43350815"", displayorder = 1, copyright = ""President and Fellows of Harvard College"", renditionnumber = ""COIN15898"")","Obv.: Helmeted head of Roma r.; behind, mark of value (X). Border of dots.","AR","Below, in linear frame, ROMA","Behind, mark of value (X)","3","denarius",NA
"2003","Struck","2003.100.9.2","2016-04-12T04:35:27-0400","c. 217-215 BCE",NA,"Roman Republican period","http://harvardartmuseums.org/collections/object/72073","Purchased in Palermo, September 1943 as one of fifteen for 1,500 lire","72073","Roman Republican","RRC 39/3","list(worktypeid = ""97"", worktype = ""coin"")","Department of Ancient and Byzantine Art & Numismatics",NA,NA,"-222","24.64 g","-212","3rd century BCE","bronze","list(birthplace = NA, name = ""Anonymous"", prefix = NA, personid = 53049, role = ""Coin Constituent"", displayorder = 1, culture = NA, displaydate = NA, deathplace = NA, displayname = ""Anonymous"")","http://nrs.harvard.edu/urn-3:HUAM:COIN15926_dlvr","list(iiifbaseuri = ""http://ids.lib.harvard.edu/ids/iiif/43350843"", baseimageurl = ""http://nrs.harvard.edu/urn-3:HUAM:COIN15926_dlvr"", publiccaption = NA, idsid = ""43350843"", displayorder = 1, copyright = ""President and Fellows of Harvard College"", renditionnumber = ""COIN15926"")","Rev.: Eagle r., holding flower in beak; behind, two pellets; before, ROMA.","AE","Before, ROMA",NA,"8","sextans",NA
"2003","Struck","2003.100.9.6","2016-04-12T04:35:25-0400","c. 47-46 BCE",NA,"Roman Republican period","http://harvardartmuseums.org/collections/object/70738",NA,"70738","Roman Republican","RRC 459/1","list(worktypeid = ""97"", worktype = ""coin"")","Department of Ancient and Byzantine Art & Numismatics",NA,NA,"-52","4.16 g","-42","1st century BCE","silver","list(birthplace = NA, name = ""Q. Caecilius Q.f. Q.n. Metellus Pius Scipio Nasica"", prefix = ""Issued by"", personid = 26143, role = ""Coin Constituent"", displayorder = 1, culture = ""Roman"", displaydate = NA, deathplace = NA, displayname = ""Issued by Q. Caecilius Q.f. Q.n. Metellus Pius Scipio Nasica"")","http://nrs.harvard.edu/urn-3:HUAM:COIN15900_dlvr","list(iiifbaseuri = ""http://ids.lib.harvard.edu/ids/iiif/43350817"", baseimageurl = ""http://nrs.harvard.edu/urn-3:HUAM:COIN15900_dlvr"", publiccaption = NA, idsid = ""43350817"", displayorder = 1, copyright = ""President and Fellows of Harvard College"", renditionnumber = ""COIN15900"")","Rev.: Elephant r.; above, SCIPIO; below, IMP. Border of dots.","AR","Above, SCIPIO; below, IMP","Before, Q.METEL downwards; below, PIVS","1","denarius",NA
"2003","Struck","2003.100.9.5","2016-04-12T04:35:26-0400","c. 68-56 BCE",NA,"Roman Republican period","http://harvardartmuseums.org/collections/object/71046",NA,"71046","Roman Republican","RRC 410/3","list(worktypeid = ""97"", worktype = ""coin"")","Department of Ancient and Byzantine Art & Numismatics",NA,NA,"-73","3.97 g","-51","1st century BCE","silver","list(birthplace = NA, name = ""Q. Pomponius Musa"", prefix = ""Moneyer:"", personid = 25541, role = ""Coin Constituent"", displayorder = 1, culture = ""Roman"", displaydate = NA, deathplace = NA, displayname = ""Moneyer: Q. Pomponius Musa"")","http://nrs.harvard.edu/urn-3:HUAM:COIN15899_dlvr","list(iiifbaseuri = ""http://ids.lib.harvard.edu/ids/iiif/43350816"", baseimageurl = ""http://nrs.harvard.edu/urn-3:HUAM:COIN15899_dlvr"", publiccaption = NA, idsid = ""43350816"", displayorder = 1, copyright = ""President and Fellows of Harvard College"", renditionnumber = ""COIN15899"")","Rev.: Clio l., holding scroll in r. hand and resting l. elbow on column; to r., Q.POMPONI downwards; to l., MVSA downwards. Border of dots.","AR","To r., Q.POMPONI downwards; to l., MVSA downwards",NA,"9","denarius",NA
"2003","Cast","2003.100.9.1","2016-04-12T04:35:33-0400","c. 275-270 BCE",NA,"Roman Republican period","http://harvardartmuseums.org/collections/object/92047",NA,"92047","Roman Republican","RRC 18/6; Rutter (HN3 Italy) 284","list(worktypeid = ""97"", worktype = ""coin"")","Department of Ancient and Byzantine Art & Numismatics",NA,NA,"-280","25.46 g","-265","3rd century BCE","bronze","list(birthplace = NA, name = ""Anonymous"", prefix = NA, personid = 53049, role = ""Coin Constituent"", displayorder = 1, culture = NA, displaydate = NA, deathplace = NA, displayname = ""Anonymous"")","http://nrs.harvard.edu/urn-3:HUAM:COIN15897_dlvr","list(iiifbaseuri = ""http://ids.lib.harvard.edu/ids/iiif/43350814"", baseimageurl = ""http://nrs.harvard.edu/urn-3:HUAM:COIN15897_dlvr"", publiccaption = NA, idsid = ""43350814"", displayorder = 1, copyright = ""President and Fellows of Harvard College"", renditionnumber = ""COIN15897"")","Rev.: Barley grain with single pellet.","AE",NA,NA,"12","uncia",NA
"2003","Struck","2003.100.9.3","2016-04-12T04:35:26-0400","c. 179-170 BCE",NA,"Roman Republican period","http://harvardartmuseums.org/collections/object/71048",NA,"71048","Roman Republican","RRC 162/3","list(worktypeid = ""97"", worktype = ""coin"")","Department of Ancient and Byzantine Art & Numismatics",NA,NA,"-184","28.88 g","-165","2nd century BCE","bronze","list(birthplace = NA, name = ""Matienus"", prefix = ""Moneyer:"", personid = 56278, role = ""Coin Constituent"", displayorder = 1, culture = ""Roman"", displaydate = NA, deathplace = NA, displayname = ""Moneyer: Matienus"")","http://nrs.harvard.edu/urn-3:HUAM:COIN15927_dlvr","list(iiifbaseuri = ""http://ids.lib.harvard.edu/ids/iiif/43350844"", baseimageurl = ""http://nrs.harvard.edu/urn-3:HUAM:COIN15927_dlvr"", publiccaption = NA, idsid = ""43350844"", displayorder = 1, copyright = ""President and Fellows of Harvard College"", renditionnumber = ""COIN15927"")","Rev.: Prow r.; above, MAT (in monogram); before, mark of value (I); below, [ROMA].","AE","Above, MAT (in monogram); below, ROMA",NA,"5","as",NA
"2003","Struck","2003.100.9.4","2016-04-12T04:35:26-0400","c. 211-208 BCE",NA,"Roman Republican period","http://harvardartmuseums.org/collections/object/71047",NA,"71047","Roman Republican","RRC 68/1b","list(worktypeid = ""97"", worktype = ""coin"")","Department of Ancient and Byzantine Art & Numismatics",NA,NA,"-216","3.5 g","-206","3rd century BCE","silver","list(birthplace = NA, name = ""Anonymous"", prefix = NA, personid = 53049, role = ""Coin Constituent"", displayorder = 1, culture = NA, displaydate = NA, deathplace = NA, displayname = ""Anonymous"")","http://nrs.harvard.edu/urn-3:HUAM:COIN15898_dlvr","list(iiifbaseuri = ""http://ids.lib.harvard.edu/ids/iiif/43350815"", baseimageurl = ""http://nrs.harvard.edu/urn-3:HUAM:COIN15898_dlvr"", publiccaption = NA, idsid = ""43350815"", displayorder = 1, copyright = ""President and Fellows of Harvard College"", renditionnumber = ""COIN15898"")","Rev.: Dioscuri r.; below, in linear frame, ROMA. Line border.","AR","Below, in linear frame, ROMA","Behind, mark of value (X)","3","denarius",NA
"2004","Struck","2004.11","2016-04-12T04:35:25-0400","162-163 CE",NA,"Roman Republican period","http://harvardartmuseums.org/collections/object/70690","W. Niggeler Collection, Bank Leu/M&M AG, Auction 21-22 October 1966 (Part 2) lot 764; Lanz, Auction 44, 16 May 1988, lot 617; Lanz, Auction 117, 24 November 2003, lot 809.
","70690","Roman Provincial","Dattari, --; cf. BMC 1301[Alexandria","list(worktypeid = ""97"", worktype = ""coin"")","Department of Ancient and Byzantine Art & Numismatics",NA,NA,"162","29.7 g","163","2nd century CE","bronze","list(birthplace = c(NA, NA), name = c(""Lucius Verus"", ""Marcus Aurelius""), prefix = c(NA, NA), personid = c(19653, 19548), role = c(""Coin Constituent"", ""Coin Constituent""), displayorder = 1:2, culture = c(""Roman"", ""Roman""), displaydate = c(""r. 161-169 CE"", ""r. 161 - 180 CE""), deathplace = c(NA, NA), displayname = c(""Lucius Verus"", ""Marcus Aurelius""))","http://nrs.harvard.edu/urn-3:HUAM:COIN09118_dlvr","list(iiifbaseuri = ""http://ids.lib.harvard.edu/ids/iiif/43337743"", baseimageurl = ""http://nrs.harvard.edu/urn-3:HUAM:COIN09118_dlvr"", publiccaption = NA, idsid = ""43337743"", displayorder = 1, copyright = ""President and Fellows of Harvard College"", renditionnumber = ""COIN09118"")","Obv: bust of Lucius Verus with paludamentum and cuirass to r.","AE",NA,NA,"12","drachma","Year 3"
"2004","Struck","2004.11","2016-04-12T04:35:25-0400","162-163 CE",NA,"Roman Republican period","http://harvardartmuseums.org/collections/object/70690","W. Niggeler Collection, Bank Leu/M&M AG, Auction 21-22 October 1966 (Part 2) lot 764; Lanz, Auction 44, 16 May 1988, lot 617; Lanz, Auction 117, 24 November 2003, lot 809.
","70690","Roman Provincial","Dattari, --; cf. BMC 1301[Alexandria","list(worktypeid = ""97"", worktype = ""coin"")","Department of Ancient and Byzantine Art & Numismatics",NA,NA,"162","29.7 g","163","2nd century CE","bronze","list(birthplace = c(NA, NA), name = c(""Lucius Verus"", ""Marcus Aurelius""), prefix = c(NA, NA), personid = c(19653, 19548), role = c(""Coin Constituent"", ""Coin Constituent""), displayorder = 1:2, culture = c(""Roman"", ""Roman""), displaydate = c(""r. 161-169 CE"", ""r. 161 - 180 CE""), deathplace = c(NA, NA), displayname = c(""Lucius Verus"", ""Marcus Aurelius""))","http://nrs.harvard.edu/urn-3:HUAM:COIN09118_dlvr","list(iiifbaseuri = ""http://ids.lib.harvard.edu/ids/iiif/43337743"", baseimageurl = ""http://nrs.harvard.edu/urn-3:HUAM:COIN09118_dlvr"", publiccaption = NA, idsid = ""43337743"", displayorder = 1, copyright = ""President and Fellows of Harvard College"", renditionnumber = ""COIN09118"")","Rev: bearded Nile, recumbent to l., crowned with lotus, wearing himation around lower body, holding reed in r. hand and cornucopiae in l.; in front nilometer, in exergue water plant and crocodile to r. Dated year 3 of Marcus Aurelius (L gamma).","AE",NA,NA,"12","drachma","Year 3"
"2005","Struck","2005.115.75","2016-04-12T04:34:17-0400","c. 109 or 108 BCE",NA,"Roman Republican period","http://harvardartmuseums.org/collections/object/20736","Collection of Margarete Bieber; bought from Knobloch in 1961.","20736","Roman Republican","RRC 304/1","list(worktypeid = ""97"", worktype = ""coin"")","Department of Ancient and Byzantine Art & Numismatics",NA,NA,"0","3.95 g","0","2nd century BCE","silver","list(birthplace = NA, name = ""L. Memmius"", prefix = ""Moneyer:"", personid = 54064, role = ""Coin Constituent"", displayorder = 1, culture = ""Roman"", displaydate = NA, deathplace = NA, displayname = ""Moneyer: L. Memmius"")","http://nrs.harvard.edu/urn-3:HUAM:COIN20895_dlvr","list(iiifbaseuri = ""http://ids.lib.harvard.edu/ids/iiif/43355228"", baseimageurl = ""http://nrs.harvard.edu/urn-3:HUAM:COIN20895_dlvr"", publiccaption = NA, idsid = ""43355228"", displayorder = 1, copyright = ""President and Fellows of Harvard College"", renditionnumber = ""COIN20895"")","Obv.: Young male head r., wearing oak wreath (Apollo?); before, mark of value (XVI in monogram). Border of dots.","AR","In exergue, L.MEMMI",NA,"6","denarius",NA
"2005","Struck","2005.115.82","2016-04-12T04:34:18-0400","c. 89-88 BCE",NA,"Roman Republican period","http://harvardartmuseums.org/collections/object/21094","Collection of Margarete Bieber; bought from Knobloch in 1967.","21094","Roman Republican","RRC 344/2c","list(worktypeid = ""97"", worktype = ""coin"")","Department of Ancient and Byzantine Art & Numismatics",NA,NA,"-94","3.74 g","-84","1st century BCE","silver","list(birthplace = NA, name = ""L. Titurius L.f. Sabinus"", prefix = ""Moneyer:"", personid = 53330, role = ""Coin Constituent"", displayorder = 1, culture = ""Roman"", displaydate = NA, deathplace = NA, displayname = ""Moneyer: L. Titurius L.f. Sabinus"")","http://nrs.harvard.edu/urn-3:HUAM:COIN20902_dlvr","list(iiifbaseuri = ""http://ids.lib.harvard.edu/ids/iiif/43355235"", baseimageurl = ""http://nrs.harvard.edu/urn-3:HUAM:COIN20902_dlvr"", publiccaption = NA, idsid = ""43355235"", displayorder = 1, copyright = ""President and Fellows of Harvard College"", renditionnumber = ""COIN20902"")","Obv.: Bearded head of King Titus Tatius r.; before, A.PV downwards and palm branch; behind, SABIN downwards. Border of dots.","AR","In exergue, L.TITVRI","Before, A.PV downwards; behind, SABIN downwards","6","denarius",NA
